event-name,start_datetime,end_datetime,recurrence_rule,date_description,event-type,dance_focus,dance_style,price_min,price_max,currency,pricing_type,price_category,audience_min,audience_max,audience_size_bucket,age_min,age_max,age_group_label,event-location,region,season,cross_border_potential,user-category,organizer,instagram,event_link,event_link_fit,description,event_date,event_time,weekday,month,country,city,latitude,longitude
Volksball Maulburg,2026-01-30 19:30:00,,,,Ball / Tanzveranstaltung,Ja,Swing/Balboa,15.0,30.0,EUR,paid,mid,50.0,200.0,medium (100–500),18.0,70.0,All Ages,Gemeindehalle Maulburg,Maulburg (DE),Winter,Nein,Tanz- & Gesellschaftsfreunde,Gemeinde Maulburg,https://www.instagram.com/maulburg_event/,https://www.basel.com/en/events,0.8,"Volksball Maulburg findet in Gemeindehalle Maulburg, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-01-30,19:30,Friday,1.0,,,,
Weihnachtskonzert der Stadtkapelle Lörrach,2025-12-20 18:00:00,,,,Konzert / Weihnachten,Nein,None,,,EUR,,,300.0,2000.0,large (>500),,,All Ages,Stadthalle Lörrach,Lörrach (DE),Winter,Ja,Familien & Musikliebhaber,Stadtkapelle Lörrach,https://www.instagram.com/stadtkapelleloerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Weihnachtskonzert der Stadtkapelle Lörrach findet in Stadthalle Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-20,18:00,Saturday,12.0,DE,Lörrach,47.615,7.6646
Tanz in den Mai Freiburg,2026-04-30 20:00:00,,,,Party / Tanz / Mai-Fest,Ja,None,10.0,20.0,EUR,paid,mid,300.0,2000.0,large (>500),16.0,40.0,All Ages,Innenstadt Freiburg,Freiburg (DE),Spring,Ja,Party- & Tanzfreunde,Stadt Freiburg,https://www.instagram.com/freiburg_de/,https://www.freiburg.de/pb/1176329.html,0.3,"Tanz in den Mai Freiburg findet in Innenstadt Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-04-30,20:00,Thursday,4.0,DE,Freiburg,47.999,7.8421
OpenAir Kino Kleinbasel,2026-07-18 00:00:00,,,,Open-Air Kino / Film,Nein,None,10.0,15.0,CHF,paid,mid,,,unknown,,,All Ages,"Kleinbasel, Basel",Basel (CH),Summer,Ja,Filmfans & Familien,OpenAir Kino Basel,https://www.instagram.com/openairkino_basel/,https://www.basel.com/en/events,0.8,"OpenAir Kino Kleinbasel findet in Kleinbasel, Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-07-18,00:00,Saturday,7.0,CH,Basel,47.5596,7.5886
Food & Wine Night Rheinfelden,2025-10-15 18:00:00,,,,Genuss / Wein & Kulinarik,Nein,None,20.0,40.0,EUR,paid,mid,,,unknown,25.0,65.0,All Ages,Altstadt Rheinfelden,unknown,Autumn,Nein,Weinliebhaber & Genießer,Tourismus Rheinfelden,https://www.instagram.com/rheinfelden_event/,https://www.basel.com/en/events,0.8,"Food & Wine Night Rheinfelden findet in Altstadt Rheinfelden, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-15,18:00,Wednesday,10.0,,,,
Weihnachtszauber Müllheim,2025-12-01 20:25:00,,,,Weihnachtsmarkt / Advent,Nein,None,,,,,,300.0,2000.0,large (>500),,,All Ages,Innenstadt Müllheim (Baden),unknown,Winter,Nein,Weihnachtsmarkt-Besucher,Stadt Müllheim,https://www.instagram.com/stadt.muellheim/,https://www.basel.com/en/events,0.8,"Weihnachtszauber Müllheim findet in Innenstadt Müllheim (Baden), nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-01,20:25,Monday,12.0,,,,
Seniorenfasnacht Lörrach,2026-02-24 14:00:00,,,,Fasnacht / Seniorennachmittag,Nein,None,,,EUR,,,300.0,2000.0,large (>500),60.0,,40+,Innenstadt Lörrach,Lörrach (DE),Winter,Ja,Senioren & Fasnachtsfreunde,Senioreninitiative Lörrach,https://www.instagram.com/narrenzunft.loerrach/,https://www.fasnacht-loerrach.de,0.9,"Seniorenfasnacht Lörrach findet in Innenstadt Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-02-24,14:00,Tuesday,2.0,DE,Lörrach,47.615,7.6646
Markt der Genüsse Freiburg,2025-10-10 11:00:00,,,,Genuss / Markt / Kulinarik,Nein,None,,,EUR,,,,,unknown,,,All Ages,Münsterplatz Freiburg,Freiburg (DE),Autumn,Ja,Foodies & Marktbesucher,Stadt Freiburg,https://www.instagram.com/freiburg_de/,https://www.freiburg.de/pb/1176329.html,0.3,"Markt der Genüsse Freiburg findet in Münsterplatz Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-10,11:00,Friday,10.0,DE,Freiburg,47.999,7.8421
Fasnacht Zofingen – Gastauftritt Lörracher Cliquen,2026-02-21 00:00:00,,,,Fasnacht / Umzug,Nein,None,,,EUR,,,300.0,2000.0,large (>500),,,All Ages,"Innenstadt Zofingen, Schweiz",Lörrach (DE),Winter,Nein,Fasnachtsfreunde,Fasnachtskomitee Zofingen,https://www.instagram.com/zofingenfasnacht/,https://www.fasnacht-loerrach.de,0.9,"Fasnacht Zofingen – Gastauftritt Lörracher Cliquen findet in Innenstadt Zofingen, Schweiz, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-02-21,00:00,Saturday,2.0,DE,Lörrach,47.615,7.6646
Basel Marathon Expo,2026-04-13 00:00:00,,,,Sportmesse / Marathon Rahmenprogramm,Nein,None,,,CHF,,,,,unknown,16.0,70.0,All Ages,Messeplatz Basel,Basel (CH),Spring,Ja,Sport- & Marathonfans,Basel Marathon,https://www.instagram.com/baselmarathon/,https://www.basel.com/en/events,0.8,"Basel Marathon Expo findet in Messeplatz Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-04-13,00:00,Monday,4.0,CH,Basel,47.5596,7.5886
Kinderweihnachtsmarkt Lörrach,2025-12-13 14:00:00,,,,Weihnachtsmarkt / Familien,Nein,None,,,EUR,,,300.0,2000.0,large (>500),3.0,14.0,All Ages,"Senser Platz & Hebelpark, Lörrach",Lörrach (DE),Winter,Ja,Kinder & Familien,Stadt Lörrach,https://www.instagram.com/stadt.loerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Kinderweihnachtsmarkt Lörrach findet in Senser Platz & Hebelpark, Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-13,14:00,Saturday,12.0,DE,Lörrach,47.615,7.6646
Campus Open Day Universität Freiburg,2026-06-05 00:00:00,,,,Bildung / Tag der offenen Tür,Nein,None,,,EUR,,,,,unknown,16.0,60.0,All Ages,Universität Freiburg,Freiburg (DE),Summer,Ja,Studierende & Familien,Universität Freiburg,https://www.instagram.com/uni_freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Campus Open Day Universität Freiburg findet in Universität Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-06-05,00:00,Friday,6.0,DE,Freiburg,47.999,7.8421
Winterlauf Lörrach,2026-01-15 10:00:00,,,,Laufveranstaltung / Sport,Nein,None,10.0,20.0,EUR,paid,mid,,,unknown,16.0,60.0,All Ages,Innenstadt Lörrach,Lörrach (DE),Winter,Ja,Läufer & Sportfreunde,Stadt Lörrach,https://www.instagram.com/laufloerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Winterlauf Lörrach findet in Innenstadt Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-01-15,10:00,Thursday,1.0,DE,Lörrach,47.615,7.6646
Gondwana Festival Basel,2025-10-10 20:25:00,,,,Musik / Indie Festival,Nein,Multigenre,40.0,80.0,CHF,paid,high,10000.0,,large (>500),18.0,40.0,All Ages,"Basel, verschiedene Locations",Basel (CH),Autumn,Ja,Festivalbesucher & Musikfans,Gondwana Festival Basel,https://www.instagram.com/gondwanafestival/,https://www.basel.com/en/events,0.8,"Gondwana Festival Basel findet in Basel, verschiedene Locations, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-10,20:25,Friday,10.0,CH,Basel,47.5596,7.5886
Theater Freiburg – Der Besuch der alten Dame,2025-11-28 20:00:00,,,,Theater / Schauspiel,Nein,None,15.0,40.0,EUR,paid,mid,,,unknown,16.0,80.0,All Ages,Stadttheater Freiburg,Freiburg (DE),Autumn,Ja,Theater- & Kulturfreunde,Theater Freiburg,https://www.instagram.com/theater.freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Theater Freiburg – Der Besuch der alten Dame findet in Stadttheater Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-28,20:00,Friday,11.0,DE,Freiburg,47.9959,7.8522
Winterball Weil am Rhein,2026-02-13 19:30:00,,,,Ball / Tanzveranstaltung,Ja,Swing/Balboa,20.0,40.0,EUR,paid,mid,50.0,200.0,medium (100–500),18.0,70.0,All Ages,Kulturzentrum Weil am Rhein,Weil am Rhein (DE),Winter,Ja,Tanz- & Ballfreunde,Stadt Weil am Rhein,https://www.instagram.com/stadtweilamrhein/,https://www.basel.com/en/events,0.8,"Winterball Weil am Rhein findet in Kulturzentrum Weil am Rhein, Weil am Rhein statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-02-13,19:30,Friday,2.0,DE,Weil am Rhein,47.5939,7.62
Jugend Theaterworkshop Basel,2025-10-20 20:25:00,,,,Workshop / Theater / Jugend,Nein,None,50.0,100.0,CHF,paid,high,,,unknown,12.0,20.0,All Ages,Theater Basel,Basel (CH),Autumn,Ja,Jugendliche & Theaterfreunde,Theater Basel,https://www.instagram.com/theaterbasel/,https://www.basel.com/en/events,0.8,"Jugend Theaterworkshop Basel findet in Theater Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-20,20:25,Monday,10.0,CH,Basel,47.5596,7.5886
Weihnachtskonzert Basel Cathedral Choir,2025-12-13 19:30:00,,,,Konzert / Advent / Klassik,Nein,None,20.0,40.0,CHF,paid,mid,,,unknown,25.0,80.0,All Ages,"Basler Münster, Basel",Basel (CH),Winter,Ja,Klassikfreunde,Basel Cathedral Choir,https://www.instagram.com/baselermuenster/,https://www.basel.com/en/events,0.8,"Weihnachtskonzert Basel Cathedral Choir findet in Basler Münster, Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-13,19:30,Saturday,12.0,CH,Basel,47.5596,7.5886
Open House Vitra Design Museum,2026-05-08 00:00:00,,,,Kunst / Design / Ausstellungstag,Nein,None,,,EUR,,,,,unknown,16.0,70.0,All Ages,"Vitra Campus, Weil am Rhein",Weil am Rhein (DE),Spring,Ja,Kunst- & Designfreunde,Vitra Design Museum,https://www.instagram.com/vitra/,https://www.basel.com/en/events,0.8,"Open House Vitra Design Museum findet in Vitra Campus, Weil am Rhein, Weil am Rhein statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-05-08,00:00,Friday,5.0,DE,Weil am Rhein,47.5939,7.62
Sommerfest Jugendhaus Rheinfelden,2025-08-12 00:00:00,,,,Stadtteilfest / Musik & Kinderprogramm,Nein,None,,,,,,,,unknown,,,All Ages,Jugendhaus Rheinfelden,unknown,Summer,Nein,Familien & Jugendliche,Jugendhaus Rheinfelden,https://www.instagram.com/jugendhaus_rheinfelden/,https://www.basel.com/en/events,0.8,"Sommerfest Jugendhaus Rheinfelden findet in Jugendhaus Rheinfelden, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-08-12,00:00,Tuesday,8.0,,,,
Mittelaltermarkt Burg Rötteln,2026-05-17 20:26:00,,,,Mittelaltermarkt / Kultur / Markt,Nein,None,10.0,20.0,EUR,paid,mid,500.0,5000.0,large (>500),,,All Ages,"Burg Rötteln, Lörrach",Lörrach (DE),Spring,Ja,Familien & Mittelalterfans,Burg Rötteln Förderverein,https://www.instagram.com/burgroetteln/,https://www.loerrach.de/veranstaltungen,0.9,"Mittelaltermarkt Burg Rötteln findet in Burg Rötteln, Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-05-17,20:26,Sunday,5.0,DE,Lörrach,47.615,7.6646
Theater Freiburg – Hexenabend,2025-10-31 20:00:00,,,,Theater / Schauspiel / Halloween,Nein,None,15.0,35.0,EUR,paid,mid,,,unknown,16.0,60.0,All Ages,Theater Freiburg,Freiburg (DE),Autumn,Ja,Theater- & Halloweenfreunde,Theater Freiburg,https://www.instagram.com/theater.freiburg/,https://www.fasnacht-loerrach.de,0.9,"Theater Freiburg – Hexenabend findet in Theater Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-31,20:00,Friday,10.0,DE,Freiburg,47.9959,7.8522
Neujahrskonzert Kurhaus Badenweiler,2026-01-02 19:30:00,,,,Konzert / Klassik / Neujahr,Nein,None,20.0,50.0,EUR,paid,mid,,,unknown,30.0,80.0,All Ages,Kurhaus Badenweiler,Weil am Rhein (DE),Winter,Ja,Klassik- & Kulturfreunde,Kurhaus Badenweiler,https://www.instagram.com/kurhaus_badenweiler/,https://www.basel.com/en/events,0.8,"Neujahrskonzert Kurhaus Badenweiler findet in Kurhaus Badenweiler, Weil am Rhein statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-01-02,19:30,Friday,1.0,DE,Weil am Rhein,47.5939,7.62
Museumsnacht Freiburg,2026-05-14 18:00:00,,,,Kultur / Nachtveranstaltung,Nein,None,10.0,20.0,EUR,paid,mid,300.0,2000.0,large (>500),16.0,70.0,All Ages,Innenstadt Freiburg (Museen),Freiburg (DE),Spring,Ja,Kultur- & Museumsfreunde,Museen Freiburg,https://www.instagram.com/freiburg_de/,https://www.freiburg.de/pb/1176329.html,0.3,"Museumsnacht Freiburg findet in Innenstadt Freiburg (Museen), Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-05-14,18:00,Thursday,5.0,DE,Freiburg,47.999,7.8421
Basel Läuft Benefizlauf,2026-05-09 10:00:00,,,,Sport / Laufveranstaltung,Nein,None,20.0,40.0,CHF,paid,mid,,,unknown,16.0,60.0,All Ages,Innenstadt Basel,Basel (CH),Spring,Ja,Läufer & Sportfreunde,Basel Läuft Organisation,https://www.instagram.com/basel_laeuft/,https://www.basel.com/en/events,0.8,"Basel Läuft Benefizlauf findet in Innenstadt Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-05-09,10:00,Saturday,5.0,CH,Basel,47.5596,7.5886
Open Stage Jazzclub Freiburg,2025-11-05 20:30:00,,,,Jazz / Open Stage / Musik,Nein,None,10.0,20.0,EUR,paid,mid,,,unknown,18.0,70.0,All Ages,Jazzhaus Freiburg,Freiburg (DE),Autumn,Ja,Jazzliebhaber & Musiker,Jazzhaus Freiburg,https://www.instagram.com/jazzhausfreiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Open Stage Jazzclub Freiburg findet in Jazzhaus Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-05,20:30,Wednesday,11.0,DE,Freiburg,47.9969,7.8491
Kindertheater – Rabe Socke,2025-12-12 15:00:00,,,,Theater / Kindertheater,Nein,None,10.0,20.0,EUR,paid,mid,,,unknown,3.0,10.0,All Ages,Stadttheater Freiburg,Freiburg (DE),Winter,Ja,Kinder & Familien,Theater Freiburg,https://www.instagram.com/theater.freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Kindertheater – Rabe Socke findet in Stadttheater Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-12,15:00,Friday,12.0,DE,Freiburg,47.9959,7.8522
Weihnachts-Zauber Basel,2025-11-25 20:25:00,,,,Weihnachtsmarkt / Winterevent,Nein,None,,,CHF,,,300.0,2000.0,large (>500),,,All Ages,Innenstadt Basel,Basel (CH),Autumn,Ja,Weihnachtsmarktbesucher,Stadt Basel,https://www.instagram.com/basellive/,https://www.basel.com/en/events,0.8,"Weihnachts-Zauber Basel findet in Innenstadt Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-25,20:25,Tuesday,11.0,CH,Basel,47.5596,7.5886
Theater Lörrach – Kabale und Liebe,2026-03-05 19:30:00,,,,Theater / Schauspiel,Nein,None,15.0,35.0,EUR,paid,mid,,,unknown,16.0,80.0,All Ages,Stadttheater Lörrach,Lörrach (DE),Spring,Ja,Theaterfreunde,Theater Lörrach,https://www.instagram.com/theaterloerrach/,https://www.loerrach.de/veranstaltungen,0.9,"Theater Lörrach – Kabale und Liebe findet in Stadttheater Lörrach, Lörrach statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-03-05,19:30,Thursday,3.0,DE,Lörrach,47.615,7.6646
Afterwork Vinyl & Drinks Basel,2025-10-15 18:00:00,,,,Musik / Social / DJ Event,Nein,None,,,CHF,,,50.0,200.0,medium (100–500),20.0,50.0,All Ages,Sudhaus Basel,Basel (CH),Autumn,Ja,Afterwork- & Musikfans,Sudhaus Basel,https://www.instagram.com/sudhausbasel/,https://www.basel.com/en/events,0.8,"Afterwork Vinyl & Drinks Basel findet in Sudhaus Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-15,18:00,Wednesday,10.0,CH,Basel,47.5596,7.5886
Trailrunning Festival Schwarzwald,2025-09-14 00:00:00,,,,Sport / Outdoor / Running,Nein,None,30.0,60.0,EUR,paid,mid,,,unknown,18.0,55.0,All Ages,Schwarzwald Region bei Freiburg,Freiburg (DE),Autumn,Ja,Läufer & Outdoor-Fans,Trailrunning Community Schwarzwald,https://www.instagram.com/trailrun_schwarzwald/,https://www.freiburg.de/pb/1176329.html,0.3,"Trailrunning Festival Schwarzwald findet in Schwarzwald Region bei Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-09-14,00:00,Sunday,9.0,DE,Freiburg,47.999,7.8421
Gospel Weihnachtskonzert Basel,2025-12-19 20:00:00,,,,Konzert / Gospel / Weihnachten,Nein,None,20.0,40.0,CHF,paid,mid,300.0,2000.0,large (>500),,,All Ages,Johanneskirche Basel,Basel (CH),Winter,Ja,Gospelfreunde & Familien,Johanneskirche Basel,https://www.instagram.com/basel_gospel/,https://www.basel.com/en/events,0.8,"Gospel Weihnachtskonzert Basel findet in Johanneskirche Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-12-19,20:00,Friday,12.0,CH,Basel,47.5596,7.5886
2nd Chamber Concert Freiburg,2025-11-23 11:00:00,,,,Kammerkonzert / Klassik,Nein,None,15.0,30.0,EUR,paid,mid,,,unknown,25.0,70.0,All Ages,"Theater Freiburg, Winterer-Foyer",Freiburg (DE),Autumn,Ja,Klassik- & Musikliebhaber,Theater Freiburg,https://www.instagram.com/theater.freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"2nd Chamber Concert Freiburg findet in Theater Freiburg, Winterer-Foyer, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-23,11:00,Sunday,11.0,DE,Freiburg,47.9959,7.8522
"Kulturfilm – Amazones, femmes guerrières de l'Antiquité",2025-09-22 18:00:00,,,,Film / Vortrag / Kultur,Nein,None,5.0,10.0,EUR,paid,low,500.0,5000.0,large (>500),18.0,60.0,All Ages,Universität Freiburg,Freiburg (DE),Autumn,Ja,Studierende & Kulturinteressierte,Universität Freiburg,https://www.instagram.com/uni_freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Kulturfilm – Amazones, femmes guerrières de l'Antiquité findet in Universität Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-09-22,18:00,Monday,9.0,DE,Freiburg,47.999,7.8421
Sinu Konzert Freiburg,2025-11-21 20:00:00,,,,Konzert / Popmusik,Nein,None,20.0,40.0,EUR,paid,mid,,,unknown,16.0,40.0,All Ages,"Hilda5, Freiburg",Freiburg (DE),Autumn,Ja,Popmusikfans & junge Erwachsene,Kulturaggregat Freiburg,https://www.instagram.com/sinu_music/,https://www.freiburg.de/pb/1176329.html,0.3,"Sinu Konzert Freiburg findet in Hilda5, Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-11-21,20:00,Friday,11.0,DE,Freiburg,47.999,7.8421
Create. Rheinfall Festival,2025-07-05 00:00:00,,,,Festival / Elektronische Musik,Nein,Multigenre,25.0,50.0,CHF,paid,mid,10000.0,,large (>500),18.0,35.0,Adults,Neuhausen am Rheinfall,unknown,Summer,Nein,Festivalcrowd & EDM-Fans,Create. Festival,https://www.instagram.com/create_rheinfall/,https://www.basel.com/en/events,0.8,"Create. Rheinfall Festival findet in Neuhausen am Rheinfall, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-07-05,00:00,Saturday,7.0,,,,
Neujahrslauf Weil am Rhein,2026-01-01 11:00:00,,,,Laufveranstaltung / Sport,Nein,None,10.0,20.0,EUR,paid,mid,,,unknown,16.0,60.0,All Ages,Innenstadt Weil am Rhein,Weil am Rhein (DE),Winter,Ja,Läufer & Sportfreunde,Stadt Weil am Rhein,https://www.instagram.com/stadtweilamrhein/,https://www.basel.com/en/events,0.8,"Neujahrslauf Weil am Rhein findet in Innenstadt Weil am Rhein, Weil am Rhein statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-01-01,11:00,Thursday,1.0,DE,Weil am Rhein,47.5939,7.62
Theater Freiburg – Faust,2026-01-15 19:30:00,,,,Theater / Schauspiel / Klassiker,Nein,None,20.0,50.0,EUR,paid,mid,,,unknown,16.0,80.0,All Ages,Stadttheater Freiburg,Freiburg (DE),Winter,Ja,Theaterliebhaber,Theater Freiburg,https://www.instagram.com/theater.freiburg/,https://www.freiburg.de/pb/1176329.html,0.3,"Theater Freiburg – Faust findet in Stadttheater Freiburg, Freiburg statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2026-01-15,19:30,Thursday,1.0,DE,Freiburg,47.9959,7.8522
Autorenlesung Literaturhaus Basel,2025-10-11 20:00:00,,,,Lesung / Literatur,Nein,None,10.0,20.0,CHF,paid,mid,,,unknown,18.0,70.0,All Ages,Literaturhaus Basel,Basel (CH),Autumn,Ja,Literaturfreunde,Literaturhaus Basel,https://www.instagram.com/literaturhausbasel/,https://www.basel.com/en/events,0.8,"Autorenlesung Literaturhaus Basel findet in Literaturhaus Basel, Basel statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-10-11,20:00,Saturday,10.0,CH,Basel,47.5596,7.5886
Open House Baumwipfelpfad Schwarzwald,2025-09-27 00:00:00,,,,Outdoor / Tourismus / Familie,Nein,None,,,,,,,,unknown,,,All Ages,Baumwipfelpfad Schwarzwald,unknown,Autumn,Nein,Familien & Naturfreunde,Baumwipfelpfad Schwarzwald,https://www.instagram.com/baumwipfelpfad_schwarzwald/,https://www.basel.com/en/events,0.8,"Open House Baumwipfelpfad Schwarzwald findet in Baumwipfelpfad Schwarzwald, nan statt. Besucher erwartet ein abwechslungsreiches Programm mit guter Stimmung, Musik und Begegnungen. Geeignet für alle, die einen besonderen Abend oder ein kulturelles Erlebnis genießen möchten.",2025-09-27,00:00,Saturday,9.0,,,,
